Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocked),Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Child-Issue),Outward issue link (Cloners),Outward issue link (Container),Outward issue link (Container),Outward issue link (Duplicate),Outward issue link (Incorporates),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Required),Outward issue link (Supercedes),Outward issue link (dependent),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affects version (Component)),Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Browser Version),Custom field (Bug Category),Custom field (Bugtraq ID),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Cc),Custom field (Change Category),Custom field (Cloudstack-CVSS),Custom field (Code Review),Custom field (Codeplex ID),Custom field (Complexity),Custom field (Confluence Space Admin),Custom field (Customer(s)),Custom field (Database),Custom field (Date of First Response),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Color),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Complexity),Custom field (Evidence Of Open Source Adoption),Custom field (Evidence Of Registration),Custom field (Evidence Of Use On World Wide Web),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue ID),Custom field (External issue URL),Custom field (Fix priority),Custom field (Fix version (Component)),Custom field (Flags),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Ignite Flags),Custom field (Import Existing Data From),Custom field (Initial Confluence Contributors),Custom field (Issues Mailing List),Custom field (JDK Version),Custom field (JIRA Admin),Custom field (Last public comment date),Custom field (Level of effort),Custom field (Lucene Fields),Custom field (Lucene Fields),Custom field (Machine Readable Info),Custom field (New-TLP-TLPName),Custom field (O/S Version),Custom field (Old Scarab Id),Custom field (Patch Info),Custom field (Podling),Custom field (Priority),Custom field (Priority),Custom field (Project),Custom field (Project Key),Custom field (Project Name),Custom field (Proposed Name),Custom field (Protected Branch),Custom field (RYG),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regression),Custom field (Release Note),Custom field (Review Date),Custom field (Reviewer),Custom field (Severity),Custom field (Severity),Custom field (Severity),Custom field (Severity),Custom field (Shepherd),Custom field (Skill Level),Custom field (Skill Level),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Sprint,Custom field (Status Whiteboard),Custom field (Status Whiteboard),Custom field (Status Whiteboard),Custom field (Status Whiteboard),Custom field (Story Points),Custom field (Tags),Custom field (Target Version/s),Custom field (Test and Documentation Plan),Custom field (Testcase included),Custom field (Tester),Custom field (Urgency),Custom field (Workaround),Custom field (old issue number),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;08/May/19 17:16;githubbot;600","andrewmlim commented on issue #184: NIFIREG-268 Update user guide with upload/download bundle info
URL: https://github.com/apache/nifi-registry/pull/184#issuecomment-490610684
 
 
   +1 Looks ready to merge.
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;08/May/19 19:02;githubbot;600","asfgit commented on pull request #184: NIFIREG-268 Update user guide with upload/download bundle info
URL: https://github.com/apache/nifi-registry/pull/184
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;08/May/19 19:14;githubbot;600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12600,,,0,12600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,2019-05-07 17:41:45.0,,,,,,,,,,,,,,,,,,0|z02h34:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce automated UI testing,NIFIREG-266,13231494,,Task,Resolved,NIFIREG,NiFi Registry,software,bende,,,Major,Fixed,andrewmlim,andrewmlim,andrewmlim,03/May/19 18:28,09/May/19 15:22,10/May/19 02:09,08/May/19 13:33,,,,,,,0.4.0,,,,,,,,,,0,,,,,,,"andrewmlim commented on pull request #183: NIFIREG-266 Add Selenium UI automated tests for bucket use cases
URL: https://github.com/apache/nifi-registry/pull/183
 
 
   Requirements for tests to run:
   
   -an unsecured Registry instance running on the default port of 18080
   -Chrome browser
   
   Tests run explicitly with the following build command referencing the test profile:
   
   mvn install -Pselenium_tests
   
   Also added a data-automation-id to the Identity/Bucket Name field when configuring a bucket.
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;07/May/19 15:22;githubbot;600","bbende commented on issue #183: NIFIREG-266 Add Selenium UI automated tests for bucket use cases
URL: https://github.com/apache/nifi-registry/pull/183#issuecomment-490153256
 
 
   Looks like there are some check-style violations, you can run with -Pcontrib-check locally to verify them:
   ```
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITRenameBucket.java[6] (imports) AvoidStarImport: Using the '.*' form of import should be avoided - org.openqa.selenium.*.
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITRenameBucket.java[119] (sizes) LineLength: Line is longer than 200 characters (found 225).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITRenameBucket.java[123] (sizes) LineLength: Line is longer than 200 characters (found 204).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITDeleteSingleBucketCancel.java[6] (imports) AvoidStarImport: Using the '.*' form of import should be avoided - org.openqa.selenium.*.
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITDeleteSingleBucketCancel.java[100] (sizes) LineLength: Line is longer than 200 characters (found 225).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITDeleteSingleBucketCancel.java[104] (sizes) LineLength: Line is longer than 200 characters (found 204).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITCreateMultipleBuckets.java[6] (imports) AvoidStarImport: Using the '.*' form of import should be avoided - org.openqa.selenium.*.
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITCreateMultipleBuckets.java[111] (sizes) LineLength: Line is longer than 200 characters (found 225).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITCreateMultipleBuckets.java[115] (sizes) LineLength: Line is longer than 200 characters (found 204).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITCreateDuplicateBucket.java[6] (imports) AvoidStarImport: Using the '.*' form of import should be avoided - org.openqa.selenium.*.
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITCreateDuplicateBucket.java[125] (sizes) LineLength: Line is longer than 200 characters (found 225).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITCreateDuplicateBucket.java[129] (sizes) LineLength: Line is longer than 200 characters (found 204).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITRenameBucketDuplicate.java[6] (imports) AvoidStarImport: Using the '.*' form of import should be avoided - org.openqa.selenium.*.
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITRenameBucketDuplicate.java[137] (sizes) LineLength: Line is longer than 200 characters (found 223).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITRenameBucketDuplicate.java[163] (sizes) LineLength: Line is longer than 200 characters (found 225).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITRenameBucketDuplicate.java[167] (sizes) LineLength: Line is longer than 200 characters (found 204).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITCreateBucket.java[6] (imports) AvoidStarImport: Using the '.*' form of import should be avoided - org.openqa.selenium.*.
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITCreateBucket.java[79] (sizes) LineLength: Line is longer than 200 characters (found 225).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITCreateBucket.java[83] (sizes) LineLength: Line is longer than 200 characters (found 204).
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITCreateBucketCancel.java[6] (imports) AvoidStarImport: Using the '.*' form of import should be avoided - org.openqa.selenium.*.
   [WARNING] src/test/java/org/apache/nifi/registry/ui/ITDeleteSingleBucket.java[6] (imports) AvoidStarImport: Using the '.*' form of import should be avoided - org.openqa.selenium.*.
   ```
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;07/May/19 16:29;githubbot;600","andrewmlim commented on issue #183: NIFIREG-266 Add Selenium UI automated tests for bucket use cases
URL: https://github.com/apache/nifi-registry/pull/183#issuecomment-490182141
 
 
   Thanks @bbende !  Will take a look.
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;07/May/19 17:50;githubbot;600","andrewmlim commented on pull request #185: NIFIREG-266 Corrected check-style violations and added Apache license header to tests
URL: https://github.com/apache/nifi-registry/pull/185
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;07/May/19 20:36;githubbot;600","andrewmlim commented on issue #183: NIFIREG-266 Add Selenium UI automated tests for bucket use cases
URL: https://github.com/apache/nifi-registry/pull/183#issuecomment-490245997
 
 
   @bbende Corrected the check-style violations and added Apache license header to the tests.
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;07/May/19 20:37;githubbot;600","andrewmlim commented on issue #183: NIFIREG-266 Add Selenium UI automated tests for bucket use cases
URL: https://github.com/apache/nifi-registry/pull/183#issuecomment-490247958
 
 
   Closing this PR, as both commits are in https://github.com/apache/nifi-registry/pull/185
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;07/May/19 20:43;githubbot;600","andrewmlim commented on pull request #183: NIFIREG-266 Add Selenium UI automated tests for bucket use cases
URL: https://github.com/apache/nifi-registry/pull/183
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;07/May/19 20:43;githubbot;600","andrewmlim commented on issue #185: NIFIREG-266 Corrected check-style violations and added Apache license header to tests
URL: https://github.com/apache/nifi-registry/pull/185#issuecomment-490248200
 
 
   @bbende This PR has all of my latest changes for the automated Selenium tests.
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;07/May/19 20:44;githubbot;600","bbende commented on issue #185: NIFIREG-266 Corrected check-style violations and added Apache license header to tests
URL: https://github.com/apache/nifi-registry/pull/185#issuecomment-490486834
 
 
   Looks good, will merge
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;08/May/19 13:32;githubbot;600","asfgit commented on pull request #185: NIFIREG-266 Corrected check-style violations and added Apache license header to tests
URL: https://github.com/apache/nifi-registry/pull/185
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;08/May/19 13:33;githubbot;600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6000,,,0,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,Thu May 09 15:13:11 UTC 2019,,,,,,,,,,,,,,,,,,0|z02djc:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/May/19 15:13;andrewmlim;Just wanted to note that the tests run explicitly with the following build command referencing a selenium test profile:

{{mvn install -Pselenium_tests}}

Additionally, the following are required:

-an unsecured Registry instance running on the default port of 18080
-Chrome browser since the tests use the Selenium ChromeDriver

The initial tests cover bucket use cases (creating buckets, deleting buckets, renaming buckets, canceling bucket creation and deletion, duplicating bucket names).",,,,,,,,,,,,,,,,,,,,,,,,,,
Change bucket item type from 'Extension_Bundle' to 'Bundle',NIFIREG-265,13231320,,Improvement,Resolved,NIFIREG,NiFi Registry,software,bende,,,Minor,Fixed,bende,bende,bende,02/May/19 17:12,02/May/19 18:33,10/May/19 02:09,02/May/19 18:33,,,,,,,0.4.0,,,,,,,,,,0,,,,,"Since the bucket item type is used in the UI, it should be a more human friendly name, and we've been using just ""Bundle"" for everything else in the API and back-end.",,"bbende commented on pull request #179: NIFIREG-265 Change bucket item type from Extension_Bundle to Bundle
URL: https://github.com/apache/nifi-registry/pull/179
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;02/May/19 17:26;githubbot;600","kevdoran commented on pull request #179: NIFIREG-265 Change bucket item type from Extension_Bundle to Bundle
URL: https://github.com/apache/nifi-registry/pull/179
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;02/May/19 18:03;githubbot;600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1200,,,0,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,2019-05-02 17:12:30.0,,,,,,,,,,,,,,,,,,0|z02cgo:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add 'type' property of a droplet to the grid list sort and filter capabilities,NIFIREG-264,13231296,,Improvement,Resolved,NIFIREG,NiFi Registry,software,bende,,,Major,Fixed,scottyaslan,scottyaslan,scottyaslan,02/May/19 15:53,02/May/19 18:32,10/May/19 02:09,02/May/19 18:32,0.3.0,,,,,,0.4.0,,,,,,,,,,0,,,,,With the new extension bundle type of versioned resource in the registry as a user I would like to be able to sort and filter droplets in the explorer/grid-list view by its type.,,"scottyaslan commented on pull request #178: [NIFIREG-264] add droplet type to explorer/grid-list sort and filter
URL: https://github.com/apache/nifi-registry/pull/178
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;02/May/19 16:02;githubbot;600","bbende commented on issue #178: [NIFIREG-264] add droplet type to explorer/grid-list sort and filter
URL: https://github.com/apache/nifi-registry/pull/178#issuecomment-488781969
 
 
   +1 looks good to me and works as expected, will merge
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;02/May/19 18:31;githubbot;600","asfgit commented on pull request #178: [NIFIREG-264] add droplet type to explorer/grid-list sort and filter
URL: https://github.com/apache/nifi-registry/pull/178
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;02/May/19 18:32;githubbot;600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1800,,,0,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,2019-05-02 15:53:41.0,,,,,,,,,,,,,,,,,,0|z02cbc:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update HTML ids added for testing to be more explicit about their purpose,NIFIREG-263,13230973,,Improvement,Resolved,NIFIREG,NiFi Registry,software,bende,,,Minor,Fixed,andrewmlim,andrewmlim,andrewmlim,30/Apr/19 18:05,03/May/19 18:28,10/May/19 02:09,03/May/19 15:26,,,,,,,,,,,,,,,,,0,,,,,"HTML ids were added in https://issues.apache.org/jira/browse/NIFIREG-56 and https://issues.apache.org/jira/browse/NIFIREG-185 for testing/automation purposes.

To avoid confusion, suggest we change these references from ""id"" to ""data-automation-id""",,"andrewmlim commented on pull request #180: NIFIREG-263 Update HTML id references to data-automation-ids
URL: https://github.com/apache/nifi-registry/pull/180
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;03/May/19 00:37;githubbot;600","scottyaslan commented on issue #180: NIFIREG-263 Update HTML id references to data-automation-ids
URL: https://github.com/apache/nifi-registry/pull/180#issuecomment-489124864
 
 
   Reviewing...
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;03/May/19 14:57;githubbot;600","asfgit commented on pull request #180: NIFIREG-263 Update HTML id references to data-automation-ids
URL: https://github.com/apache/nifi-registry/pull/180
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;03/May/19 15:25;githubbot;600","scottyaslan commented on issue #180: NIFIREG-263 Update HTML id references to data-automation-ids
URL: https://github.com/apache/nifi-registry/pull/180#issuecomment-489134703
 
 
   Thanks @andrewmlim this has been merged to master.
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;03/May/19 15:25;githubbot;600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2400,,,0,2400,,,,,,,,,,,,,NIFIREG-266,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,Fri May 03 00:39:05 UTC 2019,,,,,,,,,,,,,,,,,,0|z02abk:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/May/19 00:39;andrewmlim;Planning on referencing these data-automation-ids in some Selenium automation I am writing,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edits to Admin Guide for content related to persistence provider, credentials provider, event types and metadata database",NIFIREG-259,13230357,,Improvement,Resolved,NIFIREG,NiFi Registry,software,bende,,,Minor,Fixed,andrewmlim,andrewmlim,andrewmlim,26/Apr/19 17:27,29/Apr/19 14:41,10/May/19 02:09,29/Apr/19 14:41,,,,,,,0.4.0,,,,,,,,,,0,,,,,Reviewed the great new content added to the Admin Guide as part of https://issues.apache.org/jira/browse/NIFIREG-244 and found some places to edit for improved readability.,,"andrewmlim commented on pull request #176: NIFIREG-259 Edits and formatting fixes to latest content added to Admin Guide
URL: https://github.com/apache/nifi-registry/pull/176
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;26/Apr/19 19:15;githubbot;600","bbende commented on issue #176: NIFIREG-259 Edits and formatting fixes to latest content added to Admin Guide
URL: https://github.com/apache/nifi-registry/pull/176#issuecomment-487607060
 
 
   Looks good, merging
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;29/Apr/19 14:41;githubbot;600","bbende commented on pull request #176: NIFIREG-259 Edits and formatting fixes to latest content added to Admin Guide
URL: https://github.com/apache/nifi-registry/pull/176
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;29/Apr/19 14:41;githubbot;600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1800,,,0,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,Fri Apr 26 19:15:02 UTC 2019,,,,,,,,,,,,,,,,,,0|z026ig:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/Apr/19 19:15;andrewmlim;[https://github.com/apache/nifi-registry/pull/176],,,,,,,,,,,,,,,,,,,,,,,,,,
